{112, 3212507777614826934, 1}
{113, -2558109707828771870, 1}
{114, -3223254553882376720, 4}
{115, 109373740015635882, 1}
{116, -2373402141257349251, 1}
{117, -1627467136130724793, 1}
{118, 5502894538200403419, 2}
{119, 1464573858921661399, 1}
{120, -393076186641117971, 2}
{121, 1825040064344245605, 1}
{124, 3335336215635443910, 3}
{125, -2662147794724633316, 1}
{128, 7124188456356104818, 3}
{129, -7778974096660807353, 2}
{131, 3337990698487334268, 1}
{132, 7094626698424240173, 1}
{133, -5127538080153253197, 3}
{134, -6783239529215934334, 4}
{135, 8131929999716991820, 1}
{136, 4809793466327582983, 4}
{137, -8653720825998848892, 2}
{138, 2187303022050823770, 2}
{139, -5700136335536864702, 3}
{140, 5980010825706195764, 1}
{142, 6165250902627732512, 2}
{143, -8879080532260273687, 2}
{144, -8961302817329101628, 1}
{146, 6740157222429150359, 3}
{147, 4870343858712628484, 3}
{148, 6375038158608351683, 2}
{149, -7630035027409944494, 3}
{150, 7979013092673736097, 1}
{151, 843387850015131450, 1}
{152, -1540964156479552083, 2}
{153, -2875103638926769647, 1}
{154, -830596720772036157, 1}
{155, -8462533104238770612, 1}
{156, -930972029055318654, 2}
{157, -7189041807223930858, 1}
{158, -1766534574352023274, 3}
{159, -7511712336038377202, 1}
{160, -525711037161651385, 3}
{161, -3842898037379152365, 2}
{163, 8675012666251955115, 1}
{164, -3640674199094278145, 2}
{165, 7357262696460406710, 1}
{166, 593668134760302931, 2}
{168, 7129116184598367310, 3}
{169, 2534249266686214320, 4}
{170, 3737143420334392529, 1}
{171, -2317432946007979255, 2}
{172, -5715797517551123446, 2}
{173, -3344875633481200185, 2}
{174, 1619771333664001892, 2}
{175, -4335196148106706651, 3}
{176, 4821587107089960957, 1}
{177, -1793248725732799806, 4}
{178, -6567787130134574556, 1}
{179, -6384032524936655015, 2}
{180, 6057723771575749553, 4}
{181, 8315805692276851001, 1}
{182, 9206708028474147172, 1}
{183, -373905140813773648, 2}
{185, 1824388552659061104, 1}
{186, -1714539096487476882, 1}
{187, 4920230542837566039, 2}
{188, 2323628699113374611, 3}
{189, -4605995749703727634, 2}
{190, -2419831384627722472, 4}
{191, 4857462957941410145, 1}
{192, 3318142190773618904, 3}
{193, 8141382702962983656, 1}
{194, -1301119124229634042, 2}
{195, 3760730800745040226, 1}
{196, 574641135313701215, 1}
{197, -1336515674307212589, 2}
{198, 8410467443380014258, 2}
{199, -6321219146476860670, 3}
{200, 3522710001577116251, 1}
{201, 428989840961719051, 1}
{202, 5893378941353477689, 2}
{203, 8749674270482842257, 1}
{204, 9012702887788430311, 1}
{205, -3696000395809895336, 1}
{206, -7256982700299432361, 4}
{207, -4204528079308240946, 2}
{208, -1744497321335370714, 1}
{209, -2294306568155152106, 3}
{210, 1640403936336957214, 3}
{211, -6340146649173766741, 3}
{212, -3433226321237032493, 1}
{213, -3984360083277525798, 2}
{215, -5337762055579939941, 3}
{216, -8514798261170320789, 4}
{217, 3331779890802540765, 1}
{218, -2763698670223605259, 2}
{219, 2521044394568206252, 2}
{221, -1139640543013220847, 1}
{222, 7971221413617614923, 3}
{223, 7267528380525266519, 2}
{224, -6390766833701075991, 2}
{225, -2941410486120987679, 3}
{227, 9159916351654741425, 1}
{228, -1124909869580465331, 1}
{230, -969440023948671840, 2}
{231, -227758349507018512, 1}
{232, -5151630819342400411, 2}
{233, -7502996613046779480, 3}
{234, -7166044687518645512, 2}
{235, 1851876156648604565, 1}
{236, -5595426531216371811, 1}
{237, 2683436240883174339, 4}
{239, 4397982709256110409, 2}
{240, -1067026583709072036, 2}
{241, -4290621549535410682, 2}
{242, -6252669241415479940, 1}
{243, -6716122645837560808, 2}
{244, 5993674759723633799, 2}
{245, 2521239070829461545, 1}
{247, 1834065854382949922, 2}
{248, 1715451153941873150, 1}
{249, 9169512060758083958, 3}
{250, 2631579199168597038, 1}
{252, -2566756440101993215, 2}
{253, 8991374795221585437, 3}
{254, 8990262443883644470, 3}
{258, -8226276315223208073, 3}
{259, 5941045531470939879, 2}
{260, -8420208705599288595, 2}
{261, -1408903276872904999, 3}
{262, 4670066301230203221, 2}
{263, -6176158778838138054, 2}
{264, 5645029108712229856, 3}
{265, 124546414759530109, 3}
{266, -5160916239909631807, 1}
{267, -6776558559786023424, 1}
{268, 2729681662021485580, 1}
{269, 1680629068954160688, 1}
{270, -1755100456224864973, 1}
{271, 7194179578791022015, 1}
{272, 742173890605697226, 1}
{273, 2873582332727937285, 3}
{274, 2787714483145492880, 1}
{275, -5362999919875897773, 1}
{277, -4480910746511193404, 2}
{278, 8027618263469740013, 3}
{279, 8587694229076068297, 4}
{280, -5773072264190803493, 2}
{281, 1809865102785659531, 2}
{284, 4529201560054482730, 2}
{285, 2879086734827930303, 3}
{287, -5854780796648732611, 4}
{289, -1754175939068409069, 2}
{290, -9156063942630225410, 1}
{291, 1695114166408267579, 1}
{292, -8325023147475516496, 2}
{293, 8479032803032450000, 4}
{294, 3698523106649785615, 2}
{295, 3338189120955761249, 1}
{296, 369516653275336623, 3}
{297, 3347008042608249162, 1}
{298, 8869986870143041951, 1}
{299, 2715244609781647345, 4}
{300, 1655255557322523286, 1}
{301, -7404906984077571951, 1}
{302, -4018158089749902112, 2}
{303, -3876238422208591550, 3}
{304, -5676475788597835632, 2}
{305, -3707450146065924054, 1}
{306, -4402040841316384262, 4}
{307, 2735685703865943124, 2}
{308, 8609497074931548769, 1}
{309, 729961221055660073, 1}
{310, 7071758126172947364, 3}
{311, 2028641066990782077, 3}
{312, 9203368721403498175, 4}
{313, -1938455054761834131, 3}
{314, -5072353696319782389, 4}
{315, -1417364095636321637, 1}
{316, -6887688425752411660, 4}
{317, -4868097373222057623, 1}
{318, -1406554972009575201, 3}
{319, -8781354954722422848, 3}
{320, -3052639837666655312, 4}
{321, 4096581267818105959, 4}
{322, 8684867679133452251, 1}
{323, 2481377970131913088, 1}
{324, 5006796965831265714, 3}
{325, 7494445783829662879, 4}
{326, -7023494369349516904, 2}
{327, 3216090087572655062, 4}
{328, 5285272433330505018, 3}
{329, 731656802415824197, 3}
{330, -3569164403993982150, 4}
{331, -1856975810662019222, 2}
{332, -2681225142635184061, 3}
{333, 4233018500797383306, 2}
{334, 97947250489118461, 3}
{335, -680427254683644097, 2}
{336, -653118720424129989, 4}
{339, -2062088936284336952, 1}
{340, 903971250433444888, 1}
{341, -1136721797710919701, 1}
{342, -1057529933016446269, 3}
{343, 1205439692169889913, 3}
{344, -5405521399595316699, 1}
{345, -4577346420545076059, 2}
{346, 5282522082029947401, 1}
{347, -3219397804354746776, 3}
{348, 2751496145315512696, 1}
{349, -8566815144525217753, 3}
{350, 338460433767023097, 2}
{351, -4721651360015563558, 1}
{352, -5098205217100118552, 3}
{354, 6917643137048724433, 3}
{355, -2583088704618213856, 4}
{356, 980881728957861874, 3}
{357, 7661183207071829991, 1}
{358, -9092106071405149622, 2}
{359, -922266356035203403, 2}
{360, -930727679432766732, 2}
{361, -2853635055787487760, 2}
{362, 3108554262425453678, 2}
{363, 2415712693563769573, 1}
{364, -5535787368910599501, 2}
{365, 8688521265995333668, 1}
{366, 1336411926261023083, 3}
{367, 9114593461547912948, 2}
{368, 5923649520899736292, 2}
{369, 3795689979971192560, 1}
{370, -7306744648906028760, 1}
{371, 4361515428928113846, 3}
{372, 3935361700722524196, 1}
{373, 4297861088900501068, 1}
{374, -6275824908094912088, 2}
{375, 2406100675260794613, 3}
{376, 1384824794959397957, 3}
{377, -6106656489661511325, 2}
{378, 4161274524449197093, 2}
{379, -5374438874991541387, 1}
{380, 5827691878724095253, 2}
{381, 3368897459327550934, 1}
{382, -7737391677247763195, 1}
{383, -8828993880116082836, 3}
{384, -6208864806061849662, 2}
{387, 4067614617257134241, 2}
{388, 3583275369037515883, 2}
{389, -6724193172853797507, 3}
{391, -3631766923903876991, 3}
{392, 8338271919468989241, 3}
{393, 8669539826654920761, 1}
{394, -4423375757515799381, 4}
{395, 1993961379742828742, 1}
{396, 6790649931907222697, 4}
{398, 4811067151876769400, 2}
{399, -2703045141152315823, 2}
{400, 1857400462137444612, 1}
{401, 9182445622021997725, 2}
{402, -780691650221617553, 3}
{403, 1005138900162333016, 2}
{404, -6207557244601547458, 1}
{405, -3723455806520012882, 2}
{406, 4909716015263534831, 1}
{408, -2173632966309687721, 2}
{410, 3129417807432272052, 1}
{411, -4304182410140889250, 1}
{412, -8867287495168995697, 2}
{413, 1059314191367620889, 1}
{415, 3574675942730122392, 1}
{416, -3055906064414391786, 3}
{417, 669934307489367922, 2}
{418, 2419849587026182431, 1}
{419, -1486192035828183237, 2}
{420, 2812986127359233734, 2}
{421, 6800576776408613768, 4}
{422, -845217506581787286, 4}
{423, 4546959890755438174, 1}
{424, -125115456705248705, 1}
{426, 2805770660050978837, 1}
{427, 864099920740829661, 2}
{428, 4122928224803701577, 4}
{429, -6913357268479032458, 2}
{430, 2481724926538108218, 2}
{431, 2966365288944386178, 2}
{432, -4044457585950111790, 1}
{433, 5413189091688858207, 1}
{434, -4706964459598952267, 2}
{435, 7111734403419554806, 3}
{436, -7011228052025687064, 2}
{437, 1782093608140162693, 1}
{438, 2138092192185273138, 1}
{439, 2314604782812875054, 1}
{440, -2133034695629254696, 3}
{441, 6656379338372760007, 2}
{442, 4031346648859036450, 2}
{443, 370751585414172556, 1}
{444, -3999430247190214156, 3}
{445, 1186644445323414113, 1}
{446, 6617052217278549041, 1}
{447, 3083028508805056303, 1}
{448, 1619559062441051773, 2}
{449, -3691844940053723396, 2}
{450, 461450163298454291, 3}
{451, 8626969533056829321, 1}
{452, -5078541447836712834, 3}
{453, 5119125831627721363, 3}
{454, 6675496811073979119, 4}
{455, 6364798057037122538, 1}
{456, -2521644841343432672, 1}
{457, 6928051843191031296, 2}
{458, -5259708598896147669, 2}
{459, 242007416732731393, 2}
{460, 238848681072611040, 3}
{461, 1104859691824730023, 1}
{462, -457132122344502609, 3}
{463, -6989619215889052401, 1}
{464, 5531233017455461147, 1}
{465, -8300097257344119713, 2}
{466, 5373787071527273202, 1}
{467, 6453384529357523949, 2}
{468, 2261059902171662804, 1}
{469, 6675192057123262387, 1}
{470, 2362828861149169023, 3}
{471, -8881884843396018350, 3}
{472, -7508216191553550047, 3}
{473, 5141233800376829001, 3}
{474, -1574747864440485511, 2}
{476, 8326528634539428559, 1}
{477, -6326877230628909328, 3}
{478, -4597652124191929964, 1}
{479, -3207169634144600039, 3}
{480, 7871654539672437641, 1}
{481, 1718910230422373769, 2}
{482, -6049703733438627276, 1}
{483, 6387659859752405321, 2}
{484, -6613326634729714040, 1}
{486, 1907968044140281962, 1}
{487, 143365838057194451, 1}
{488, -3606562972503881634, 2}
{489, 1073696062004479025, 2}
{490, -4278182484564096059, 2}
{491, -7164466831341891602, 2}
{493, -4724055623471248177, 2}
{494, 1678438212627416952, 1}
{495, 570688940258313110, 4}
{496, -5850061087902055825, 2}
{497, -1055346726535672648, 3}
{498, -7494461932277969924, 2}
{499, 3540355649831259308, 1}
{500, -8073856435481001035, 1}
{501, -8792921175808065035, 3}
{502, -3985145957529402406, 3}
{503, -6879745375565560649, 3}
{504, -1126991551422116014, 1}
{505, -3519272540674441149, 1}
{506, -9118424720087758321, 2}
{508, 1192271819736173009, 1}
{511, 4580320016192393188, 1}
{513, -2461585754354462846, 1}
{514, -1266216997319262110, 2}
{515, 8625763318977217899, 1}
{516, 7774832165944706469, 2}
{517, 7846115842710193850, 2}
{519, -5479602912140572583, 1}
{520, 8102922183186468695, 2}
{521, 7451511230235361573, 2}
{522, -8273613053823269559, 3}
{523, 1389547165921725013, 1}
{524, 1953472694074294370, 1}
{525, 2843656932968448403, 2}
{526, 4020082420387171113, 3}
{527, -578496400801905729, 1}
{528, -5265427437938456944, 3}
{529, 7363305180980268381, 3}
{530, 8295849974813642730, 1}
{531, 6753937613897155616, 1}
{532, -2633460941896006546, 3}
{533, -776083492681529360, 2}
{534, 766944702450385992, 2}
{535, -1966649598568543367, 1}
{536, -3637303021474197807, 3}
{537, 2546910172878422686, 1}
{538, 8694106411046293180, 2}
{539, -5265014136898632592, 3}
{540, -858002610845561339, 1}
{542, -1197263203090084585, 3}
{543, -262073177556433834, 2}
{544, -6959709377037516355, 1}
{545, -5225984989126244161, 2}
{546, 9196806534614108346, 1}
{547, 8581226882384282884, 2}
{548, 5431035571770314160, 2}
{549, -2740884093995038596, 2}
{550, -4999627892334181488, 2}
{552, 5993440520996734812, 3}
{553, 3320827517589078239, 2}
{554, 2776106755993126461, 1}
{556, 609554527119753905, 1}
{557, -4431575036102621416, 1}
{558, 8841210243828631234, 2}
{559, -3906046070235118600, 1}
{560, -6617492250241053202, 1}
{561, -6717736985298516857, 1}
{562, 2804293271813374717, 2}
{564, -2052836374068834410, 2}
{565, 6440106255144010087, 2}
{566, -4789476535984239352, 2}
{567, -5326390092099534028, 4}
{568, -3316286124273677591, 2}
{569, 936413545754674239, 1}
{570, 384567542474885507, 3}
{571, 633195758220167293, 1}
{572, -1590730158695628752, 2}
{573, -1194946128083466072, 2}
{574, -4487707751090468728, 1}
{575, 8309509843049008307, 4}
{576, 699921570560884828, 1}
{577, 3038626962302716893, 1}
{578, 8344874049979830054, 1}
{579, -6834359777319891740, 1}
{581, -8248906583582355649, 4}
{582, -2071527004270278645, 3}
{583, -8388889573435947747, 1}
{584, 1018697623262940911, 2}
{585, 5268455585470367842, 2}
{586, -5976126933125020156, 2}
{587, -114117623187355744, 1}
{588, 5173706201508824044, 2}
{589, -6548069535502941161, 2}
{590, 2835189572145335934, 2}
{591, -4063435914024564057, 2}
{592, -2423051027112965169, 1}
{593, -3367220763198797735, 1}
{595, 3491337574642173071, 2}
{596, -4337477741292467089, 1}
{599, -3979703004988028302, 1}
{600, -8544564859272609275, 1}
{601, -4585234008443828712, 1}
{603, -4103906254226109274, 1}
{605, -8944684964039472880, 3}
{606, -884387304397255316, 4}
{607, -7011613362002179954, 3}
{608, 4536533575919945336, 1}
{609, -527480386665428632, 1}
{610, -1805587469762344075, 1}
{611, 3334723524016687379, 2}
{613, 7828184206367605571, 1}
{614, 1398890876301754442, 1}
{615, -7716510552622479905, 2}
{616, 1254967463516588538, 2}
{617, 4342443805980838572, 3}
{618, -3790001940734589811, 1}
{621, -2096639584766767532, 2}
{622, 1859431845911415868, 4}
{623, 6725235604018187769, 1}
{624, 2243706053232903116, 1}
{625, -3181039587911187395, 2}
{626, -9003212222263310521, 1}
{627, 4950339407322235168, 1}
{628, 5076578559165874546, 4}
{629, -3616846706008504164, 1}
{630, 3308297877242004595, 1}
{631, -2664194137618102618, 1}
{632, -6023436354200515180, 3}
{633, -3285517915618062638, 2}
{634, 5465712589728206524, 1}
{635, -7362370424032770493, 3}
{637, -9167581370890760558, 1}
{638, -9050374849458189645, 1}
{640, -1574544443550580159, 1}
{642, -7718198163266056504, 3}
{643, -3071726206597052922, 1}
{644, 4491007694716487635, 2}
{645, 6365402969458624186, 1}
{646, -3087366397076680726, 3}
{647, 2269201024872172489, 1}
{648, 1816307801766449060, 1}
{649, -2186904732188653210, 1}
{650, 8104585861778197371, 1}
{651, -5960666872496437053, 3}
{652, -7702820303998005767, 3}
{653, -2447352628528329224, 3}
{654, 4316287317814167638, 2}
{655, 4239269829469096576, 2}
{656, -3474784029786813160, 4}
{657, 7495909315986606125, 1}
{658, 898373576260209093, 1}
{660, 6844989396363594655, 1}
{661, 6958201668422418519, 3}
{662, -6920830024150006619, 3}
{663, -8768806931638628955, 1}
{664, 5126403559517146560, 1}
{665, -4563024829270375381, 2}
{667, 4234357873639706352, 2}
{668, 6437431668700891426, 2}
{669, -3453290396422683085, 2}
{670, -2188803307291390147, 2}
{672, 3730326037909685126, 1}
{673, 3437453894551028325, 2}
{674, -514360709959037818, 2}
{675, -6412821874219007871, 2}
{676, 3013986081456670239, 1}
{679, 4653888600548525342, 2}
{680, 5770451559655883684, 1}
{681, 6965531805524246759, 2}
{682, 501400052636862502, 2}
{683, 6863692611082011389, 1}
{684, 450589254839518477, 1}
{685, 2183258288453077913, 1}
{686, 1426117249560625255, 3}
{687, 3979382509524043150, 2}
{688, -2560674029947828768, 1}
{689, 3213722992121761160, 2}
{690, -90693762915415301, 1}
{691, -6554821620614936929, 2}
{692, 3624229806638776509, 1}
{693, -8395566443712525613, 3}
{694, -7016354402142501506, 2}
{695, 6182901621390918891, 2}
{696, -3242837328310940489, 2}
{697, -1490406266469789939, 2}
{698, -690615632820024814, 2}
{699, -1450378996453389385, 1}
{700, -3871516956738041552, 2}
{701, -3030157878574824479, 1}
{702, -5621059320307233912, 1}
{704, 7066732691266552624, 4}
{705, 2143699807431184110, 2}
{706, -3370459278557099744, 2}
{707, -179675338402607560, 2}
{708, 5339019783859620276, 2}
{709, -4336777411032039066, 2}
{711, 8560311258942426592, 1}
{712, 85073062516638004, 3}
{713, 2656850597561320234, 2}
{714, 6983276344073997866, 2}
{715, 6690115185808788555, 2}
{716, -5212737023865764845, 2}
{718, -1584059110137705623, 3}
{719, 3522954882679196173, 1}
{721, -3438632082605781810, 2}
{722, -3086037927055113428, 1}
{723, 45880630106737015, 4}
{724, 2537823294687039332, 1}
{727, -4456974471449852044, 3}
{728, 6027999867157235925, 1}
{729, -1278388648773989351, 2}
{730, 1793206571920542264, 3}
{731, -4113635226564344891, 2}
{732, 1438096083774752809, 1}
{733, -3172223568828809043, 1}
{734, 4247670365870966465, 3}
{735, -6056490844703603087, 1}
{736, -5102856838363134335, 2}
{737, -6111742903721504887, 2}
{738, -3430853514998365126, 2}
{740, 6217442083692038488, 2}
{741, 5072821441731052001, 1}
{742, 6765414994084774525, 2}
{743, 719992164349004190, 1}
{744, -9217516477019306081, 1}
{745, 3322252937247936230, 2}
{746, -1466241804297679346, 1}
{747, -5031625975334417869, 1}
{748, -6424277225327410441, 3}
{749, 5081695496161937138, 2}
{750, -8331928860374382170, 1}
{751, 6781722056170422826, 4}
{752, 2990939471874575051, 2}
{753, 1893898308029530522, 4}
{754, -465272950554737162, 1}
{755, 9005834648041638041, 1}
{756, -256991013144408366, 3}
{757, 7552060627757058041, 2}
{758, -1020935061179907234, 2}
{759, -8361143559577973011, 3}
{760, -3028276363903286270, 2}
{761, 1771314047133109212, 3}
{762, 9092123103155211505, 4}
{763, 6475617012543343050, 1}
{764, -7986955493301206281, 1}
{765, -8713682354131418978, 2}
{766, 92767037133964957, 1}
{767, 6683732521796716432, 3}
{768, -2454779696087544709, 3}
{769, 872705923440066870, 2}
{770, 2566184100055764302, 3}
{771, 7009372745718187447, 3}
{772, 5066299613202960056, 2}
{773, -1929495597862991931, 1}
{774, 4599519970244903182, 2}
{775, -3662870958379939057, 3}
{776, -804765651093272961, 3}
{777, -244331675238513066, 2}
{778, -1284703219922483497, 4}
{779, -6590108786479316714, 2}
{780, 5587061956786866208, 2}
{781, -6627992156156378635, 3}
{782, 3450233521799250623, 1}
{783, -418233124729959047, 2}
{784, 2296960846454211274, 1}
{786, 5588402584523788254, 2}
{787, 5909734121563833156, 1}
{788, 4682531048880885252, 3}
{789, -3634060006610417146, 2}
{790, -3876288058009498861, 3}
{791, 2421919873950894289, 1}
{792, 6104283889499062758, 1}
{793, -3020281206228235986, 1}
{794, -3121213854354096074, 1}
{795, -1213366597433997781, 3}
{796, -6842846595000286972, 1}
{797, -9031747033862812154, 1}
{798, 5244390200600774474, 1}
{799, -898653226567578400, 1}
{800, 286974409654619660, 1}
{801, 8213610793290515456, 4}
{802, 5940122702804109051, 1}
{803, 3700811770661979302, 1}
{804, -8383794512277978571, 2}
{805, -7718524766149915477, 3}
{806, 9123081198050099414, 1}
{807, 5640301393844650099, 4}
{808, -6053668289504656707, 2}
{810, 330222637259310788, 1}
{811, -5471276216130517131, 3}
{812, -1684929177262407261, 2}
{813, -5949877850621589620, 4}
{814, -4158061581765818049, 2}
{815, 8923651460902505701, 2}
{816, -5502257634017980852, 3}
{817, 6315688347089717092, 2}
{818, -1862036358029226457, 1}
{819, -121630796849528389, 1}
{820, 6623490213990715384, 3}
{821, 1389895898957302864, 3}
{823, 6435915122883447891, 3}
{824, 5143233602786643039, 2}
{826, -8341440960540621105, 3}
{827, -1834413315773937592, 1}
{828, 2613050503118537502, 2}
{829, -3802860962837673402, 2}
{830, -2424319459420977604, 4}
{831, 1270712979471483786, 2}
{833, 1632783796956187908, 1}
{834, 6039193796024156952, 1}
{835, 8256048671277271985, 3}
{836, 797945439054153278, 3}
{837, -2079539215912317837, 1}
{838, 127462980364355251, 3}
{839, -666727827303215379, 2}
{840, -7511485109878898504, 2}
{841, 4705854302058268269, 2}
{843, -69129815493882767, 2}
{844, 4072131391200972202, 1}
{845, -6096355577964377393, 3}
{847, -1841383010291659207, 1}
{848, -8431853647163407045, 1}
{849, -7532454286531671790, 1}
{852, 5884988704524551327, 1}
{853, 5820561072116810937, 1}
{854, 4509565564960130720, 1}
{855, -2456901106634374967, 2}
{856, -3810305013916939577, 3}
{857, 1623797359096385264, 3}
{858, 6468415793889758038, 1}
{859, 3262983489709228874, 1}
{860, -3397749785003864931, 2}
{861, 714079518758814772, 1}
{862, -3343384755332559148, 1}
{863, -5039081667320001126, 3}
{864, -8672521033027140162, 2}
{865, -7972734679749410337, 3}
{866, -8443625968386554236, 2}
{867, -7726554341303627907, 1}
{868, -8754591892009762642, 1}
{869, -4635673806842278063, 2}
{870, -3291636877549352458, 2}
{871, 6439353214972742999, 1}
{872, -6894515507889091284, 2}
{873, 126143896675239084, 1}
{874, 8695259258975701626, 2}
{875, -8959914650150024545, 4}
{876, 2328651008967066636, 2}
{877, -7338346466990342076, 3}
{878, -7027067908159221795, 3}
{880, 4437964380074821517, 4}
{881, 4772655263037998530, 1}
{882, 2805146892203085512, 3}
{883, -3065954633599791247, 1}
{884, -1045270870010739215, 2}
{885, 4260389209684525226, 3}
{886, -5329394250862868869, 1}
{887, 5792335039219844637, 1}
{888, -2222697281757098325, 2}
{889, -4311959314775522210, 1}
{890, -2872974893466500044, 2}
{891, -6906129700746344406, 3}
{892, -512602614197957009, 2}
{893, -6456210109676894194, 1}
{894, -482967889582930216, 1}
{895, 7508357937748264734, 1}
{896, 1160732122080364899, 2}
{897, -5578955784416443337, 4}
{898, -613339910442761712, 3}
{899, 9070009723374617550, 3}
{900, 2378102412980470581, 1}
{901, -5041223526461387355, 3}
{903, 8465459720798486958, 1}
{905, 223012837437358537, 3}
{906, 6318803414682518666, 1}
{907, -610293112789973618, 1}
{908, 2665574417036429396, 3}
{909, 4614089377379533230, 2}
{910, -8657292182026632466, 1}
{911, -669532561966808480, 3}
{912, 4848136673543015276, 1}
{913, 6802288537125472275, 1}
{914, -1679256145606851130, 1}
{915, -6852859522544611942, 2}
{916, -6171363097226949325, 2}
{917, -2620069312315308956, 2}
{918, 1344499769867521064, 1}
{919, 6515998436170812122, 3}
{920, -2590717787997320599, 1}
{921, 5569565363046466561, 3}
{922, -6548290001975357847, 2}
{924, -1597652390572637154, 2}
{925, -1903420033758248258, 1}
{926, -5561770995189002348, 3}
{927, -1555191193836437140, 2}
{928, 4844596795548910915, 1}
{929, 4942501976880204985, 2}
{930, -364374444239598875, 1}
{931, 1737495354900040869, 3}
{933, 6756964279022931737, 2}
{934, 5171808496602139486, 2}
{935, -407931916420625584, 2}
{936, 4064131287329295617, 1}
{937, -941059262193840380, 2}
{938, -4310591889750668222, 1}
{939, -9001604377910293634, 2}
{940, -658127271733409851, 2}
{941, 1416770705486465103, 2}
{942, -3699046567733410384, 3}
{943, 3329206007452749503, 1}
{945, -7874932893020569134, 2}
{946, 5873307203464414541, 1}
{947, -3511233826508290313, 2}
{948, 731535962088361087, 3}
{949, -5583727589448987358, 1}
{950, -3004402611024738016, 1}
{951, -8038578105799193266, 3}
{952, 570436316742174983, 2}
{953, 8743402906642695336, 2}
{954, 856310370986705080, 4}
{955, 4369432355206676998, 4}
{956, -6300585158964002429, 1}
{957, -168102235035974293, 3}
{958, -2963875699073531038, 1}
{959, 7437985339334086532, 2}
{960, -3897009241472741548, 2}
{961, 1189073234388993778, 1}
{962, -2819098857057466739, 2}
{963, 4438765179500841576, 1}
{964, -1759382847319029569, 1}
{965, -4052283493330500627, 4}
{966, 4700341860536109846, 2}
{967, 8405041454147323549, 1}
{968, 909876230744720985, 3}
{969, 6097721011421529391, 1}
{970, -6477419598993143999, 1}
{971, -7560910702095610663, 1}
{973, 6990510550806709588, 2}
{974, 1864964489191244735, 2}
{975, -202446507374786271, 1}
{976, 4067417026092420490, 1}
{977, 601083088672476263, 1}
